seed,rule,k,learning_rate,weight_error,oracle,cycles,clean_total,clean_kept,outliers_left,removed_clean_pos_noise,removed_clean_neg_noise,kept_clean_mean_noise
10,threshold,2.5,0.1,0.01670911285396171,0.017612959317624473,4,903,853,0,46,4,-0.01283801647243725
10,threshold,2.5,0.5,0.016701582683454032,0.017612959317624473,4,903,853,0,46,4,-0.01283801647243725
10,threshold,3.0,0.01,0.010840491999811012,0.017612959317624473,3,903,895,0,8,0,-0.006280150554536073
10,threshold,3.0,0.1,0.010831217177087403,0.017612959317624473,3,903,895,0,8,0,-0.006280150554536073
10,threshold,3.0,0.5,0.010808977474044036,0.017612959317624473,3,903,895,0,8,0,-0.006280150554536073
10,threshold,4.0,0.01,0.025607162863385855,0.017612959317624473,3,903,903,4,0,0,-0.004297513273886363
10,threshold,4.0,0.1,0.025612965561858533,0.017612959317624473,3,903,903,4,0,0,-0.004297513273886363
10,threshold,4.0,0.5,0.025577462833785067,0.017612959317624473,3,903,903,4,0,0,-0.004297513273886363
11,ratio,2.5,0.01,0.013252617811377359,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,2.5,0.1,0.013266999233738884,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,2.5,0.5,0.013273090261110704,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,3.0,0.01,0.013252617811377359,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,3.0,0.1,0.013266999233738884,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,3.0,0.5,0.013273090261110704,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,4.0,0.01,0.013252617811377359,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,4.0,0.1,0.013266999233738884,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,ratio,4.0,0.5,0.013273090261110704,0.012938749838263921,3,898,810,0,47,41,0.00028193076842260626
11,threshold,2.5,0.01,0.06824745376772842,0.012938749838263921,3,898,762,0,128,8,-0.01770027420751526
11,threshold,2.5,0.1,0.06831088922976467,0.012938749838263921,3,898,762,0,128,8,-0.01770027420751526
11,threshold,2.5,0.5,0.06829635243313278,0.012938749838263921,3,898,762,0,128,8,-0.01770027420751526
11,threshold,3.0,0.01,0.03386738757955641,0.012938749838263921,3,898,842,0,54,2,-0.007841586859906467
11,threshold,3.0,0.1,0.03388140581094816,0.012938749838263921,3,898,842,0,54,2,-0.007841586859906467
11,threshold,3.0,0.5,0.033934706913408816,0.012938749838263921,3,898,842,0,54,2,-0.007841586859906467
11,threshold,4.0,0.01,0.011466712235110171,0.012938749838263921,3,898,897,1,1,0,0.0015506856130834482
11,threshold,4.0,0.1,0.011502073640217093,0.012938749838263921,3,898,897,1,1,0,0.0015506856130834482
11,threshold,4.0,0.5,0.011486940324597603,0.012938749838263921,3,898,897,1,1,0,0.0015506856130834482
12,ratio,2.5,0.01,0.016800895917274898,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,2.5,0.1,0.016785421729000966,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,2.5,0.5,0.016749399306805808,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,3.0,0.01,0.016800895917274898,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,3.0,0.1,0.016785421729000966,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,3.0,0.5,0.016749399306805808,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,4.0,0.01,0.016800895917274898,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,4.0,0.1,0.016785421729000966,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,ratio,4.0,0.5,0.016749399306805808,0.0029656882677080694,3,906,810,0,48,48,0.0018604875087614812
12,threshold,2.5,0.01,0.057940553236465506,0.0029656882677080694,3,906,727,0,161,18,-0.021089254587698995
12,threshold,2.5,0.1,0.05797480646543289,0.0029656882677080694,3,906,727,0,161,18,-0.021089254587698995
12,threshold,2.5,0.5,0.05797369262170235,0.0029656882677080694,3,906,727,0,161,18,-0.021089254587698995
12,threshold,3.0,0.01,0.035739108406633066,0.0029656882677080694,3,906,827,0,78,1,-0.012059112716898822
12,threshold,3.0,0.1,0.03571297963347885,0.0029656882677080694,3,906,827,0,78,1,-0.012059112716898822
12,threshold,3.0,0.5,0.035729834953624175,0.0029656882677080694,3,906,827,0,78,1,-0.012059112716898822
12,threshold,4.0,0.01,0.00955453690361031,0.0029656882677080694,3,906,898,0,8,0,0.0003531902268738022
12,threshold,4.0,0.1,0.009485621241845816,0.0029656882677080694,3,906,898,0,8,0,0.0003531902268738022
12,threshold,4.0,0.5,0.009495601625385307,0.0029656882677080694,3,906,898,0,8,0,0.0003531902268738022
13,ratio,2.5,0.01,0.005809524807237304,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,2.5,0.1,0.005775451812255934,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,2.5,0.5,0.005788260843032882,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,3.0,0.01,0.005809524807237304,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,3.0,0.1,0.005775451812255934,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,3.0,0.5,0.005788260843032882,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,4.0,0.01,0.005809524807237304,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,4.0,0.1,0.005775451812255934,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,ratio,4.0,0.5,0.005788260843032882,0.0068553384458253245,3,905,810,0,55,40,-0.0016600298895295042
13,threshold,2.5,0.01,0.013680660295740638,0.0068553384458253245,4,905,858,0,34,13,-0.002913016411021567
13,threshold,2.5,0.1,0.013728442838207351,0.0068553384458253245,4,905,858,0,34,13,-0.002913016411021567
13,threshold,2.5,0.5,0.013741956695473055,0.0068553384458253245,4,905,858,0,34,13,-0.002913016411021567
13,threshold,3.0,0.01,0.0017378185248389983,0.0068553384458253245,3,905,894,0,9,2,-0.000510468597587809
13,threshold,3.0,0.1,0.0016539315663382838,0.0068553384458253245,3,905,894,0,9,2,-0.000510468597587809
13,threshold,3.0,0.5,0.0017022960082515182,0.0068553384458253245,3,905,894,0,9,2,-0.000510468597587809
