seed,optimizer,batch,init,lr,weight_error,dist_to_star
1,GD,mini-batch,random,0.01,0.3566237190092213,0.3666446457990598
1,GD,mini-batch,zero,0.01,0.08766986622896433,0.09751417745878324
1,GD,mini-batch,sparse,0.01,0.44932689096390066,0.4597844042180837
1,GD,SGD,random,0.01,0.4003341959434479,0.4093373748990159
1,GD,SGD,zero,0.01,0.10832335945183308,0.11723927055103041
1,GD,SGD,sparse,0.01,0.47199636264961253,0.4813409629988164
1,AdaGrad,full,random,0.01,2.0334835630891126,2.043862695987092
1,AdaGrad,full,zero,0.01,0.431377778411558,0.4445462417058213
1,AdaGrad,full,sparse,0.01,1.887212363753246,1.8978818373690682
1,AdaGrad,mini-batch,random,0.01,2.0437340714571186,2.0541066298137065
1,AdaGrad,mini-batch,zero,0.01,0.4320076653647531,0.44517149360487623
1,AdaGrad,mini-batch,sparse,0.01,1.9326290818670533,1.943689436907338
1,AdaGrad,SGD,random,0.01,2.1621890004166513,2.172396235638388
1,AdaGrad,SGD,zero,0.01,0.4750009842016307,0.4880182356384935
1,AdaGrad,SGD,sparse,0.01,2.167784417227903,2.1793619174301813
1,RMSProp,full,random,0.01,0.031701344889225,0.009999990858926316
1,RMSProp,full,zero,0.01,0.031701344889225,0.009999990858926316
1,RMSProp,full,sparse,0.01,0.03237343993771616,0.009999990858927962
1,RMSProp,mini-batch,random,0.01,0.03663035152210977,0.026152008290256375
1,RMSProp,mini-batch,zero,0.01,0.03663035152210978,0.026152008290256403
1,RMSProp,mini-batch,sparse,0.01,0.03663035152210977,0.026152008290256375
1,RMSProp,SGD,random,0.01,0.057231393876438746,0.0558019954284419
1,RMSProp,SGD,zero,0.01,0.08233711919698215,0.08351883399020692
1,RMSProp,SGD,sparse,0.01,0.0647754835935481,0.055386626449182526
1,Adam,full,random,0.01,0.08594495333720108,0.09542734264606702
1,Adam,full,zero,0.01,0.030438389008267033,6.830600328046065e-07
1,Adam,full,sparse,0.01,0.03043616177302508,6.9930903350978274e-06
1,Adam,mini-batch,random,0.01,0.09727876007976424,0.1073035289480172
1,Adam,mini-batch,zero,0.01,0.03110972560488119,0.009774980583896545
1,Adam,mini-batch,sparse,0.01,0.031172537667613947,0.01056714233095701
1,Adam,SGD,random,0.01,0.4194335315897201,0.430600132045918
1,Adam,SGD,zero,0.01,0.06471148604709111,0.061939447616363205
1,Adam,SGD,sparse,0.01,0.14713073990918418,0.1518499764215265
1,GD,full,random,0.1,0.03043850076312447,2.3208930927005283e-07
1,GD,full,zero,0.1,0.030438567509644132,4.744330788633297e-08
1,GD,full,sparse,0.1,0.03043854039525934,1.498468083979133e-07
1,GD,mini-batch,random,0.1,0.029959544165858,0.008021736741192166
1,GD,mini-batch,zero,0.1,0.029959606215832855,0.008021780683769176
1,GD,mini-batch,sparse,0.1,0.029959615781720732,0.008021892194881313
1,GD,SGD,random,0.1,0.06599023007736325,0.06500887976962103
1,GD,SGD,zero,0.1,0.08834646498100827,0.09039578302802231
1,GD,SGD,sparse,0.1,0.07541674915196414,0.06760336788516089
1,AdaGrad,full,random,0.1,0.18965227586952726,0.20112369788950926
1,AdaGrad,full,zero,0.1,0.030435344005200392,9.977241721707108e-06
