seed,n_outliers,n_clean,Oracle,Naive,ours_lr0.01,ours_lr0.1,ours,ours_clean_kept,ours_outliers_left,ours_stopped,ours_cycles,ours_max_cycle_epochs,ours_sigma_mad_final,refit_with_kept_outliers,refit_without_kept_outliers,excl_first_pos,excl_first_neg,excl_final_pos,excl_final_neg,xw1_kept_outliers,xw1_removed_outliers_sum,xw1_removed_outliers_n,xw1_removed_outliers_min,ours_lr0.5
197,109,891,0.021261837438238965,0.30741137943243363,0.018569534683652064,0.01857365268280336,0.01857365268280336,888,0,False,5,215,0.09971602876749341,0.0185745794969254,0.0185745794969254,62,0,1,2,,141.46065225247267,109,0.49171338864786385,0.018579438774066263
198,88,912,0.005163611510475421,0.22119845380594308,0.006595063244994192,0.0065877475006991745,0.0065877475006991745,911,0,True,4,221,0.10287789384660792,0.006561876813150007,0.006561876813150007,36,0,1,0,,94.9682101699022,88,0.16817419397732583,0.00657282454518119
199,99,901,0.033114583271974404,0.1675542430489874,0.031934251275539,0.03193407996819702,0.03193407996819702,900,1,True,3,232,0.09726519351448032,0.031934830223292486,0.0316509321433453,15,0,1,0,0.169453,72.72097750265067,98,0.15619569119942567,0.03195289085968761
200,87,913,0.014323848291566821,0.2367208664668748,0.015466010740065216,0.015402691495444472,0.015402691495444472,912,0,True,3,224,0.10415641696679082,0.015416420810699218,0.015416420810699218,38,0,1,0,,109.16324677402662,87,0.4103333762625503,0.015415989930228783
201,114,886,0.006965394742767845,0.276585142617087,0.00956269259880223,0.00961714692894866,0.00961714692894866,884,0,True,4,214,0.09289006127685917,0.009594044089863626,0.009594044089863626,83,0,1,1,,125.24070208627963,114,0.2785558629362176,0.009564037911936416
202,109,891,0.01716307326991219,0.33852036437290817,0.01708063933052754,0.017088483455512827,0.017088483455512827,890,0,True,4,204,0.10417159154089357,0.017106973592843328,0.017106973592843328,72,2,0,1,,154.50996373190094,109,0.48389203334250863,0.017115789439071716
203,95,905,0.015572380567037192,0.14514732776577802,0.015574820414507943,0.015548428293188997,0.015548428293188997,905,0,True,3,233,0.10012590468146382,0.015572380567037192,0.015572380567037192,5,0,0,0,,62.18865414442773,95,0.20753582955181968,0.015559512729652532
204,97,903,0.012040183836502885,0.18915536808187292,0.01487981230654092,0.014832280847973143,0.014832280847973143,900,2,False,5,223,0.09561397003553863,0.01484278025055265,0.015312087167700585,26,0,0,3,0.200358;0.168172,83.85574983114493,95,0.19996180080533332,0.014802463050967248
205,110,890,0.035813446152391064,0.20875020256040527,0.03668613721856024,0.0367305481882645,0.0367305481882645,888,0,True,4,241,0.10991784810127014,0.03673450228490078,0.03673450228490078,16,0,0,2,,91.71782771668174,110,0.2386252093471448,0.036744015867433304
206,108,892,0.00814957838529808,0.34836973909351904,0.008167086693290285,0.008118269968589052,0.008118269968589052,892,0,True,4,226,0.09517162079982625,0.00814957838529808,0.00814957838529808,12,0,0,0,,112.73139191182784,108,0.35932285030787015,0.008174074919597018
207,118,882,0.02928987154111062,0.3017881684061378,0.02759275401602753,0.02757006326420962,0.02757006326420962,881,0,True,4,237,0.10873496577589893,0.027594039948810628,0.027594039948810628,17,0,0,1,,108.26284023488127,118,0.2123285599880069,0.027598413928337766
208,110,890,0.008621642078138545,0.3245656813542407,0.008642448376650652,0.00863469738386735,0.00863469738386735,890,0,True,4,220,0.1071517550590833,0.008621642078138545,0.008621642078138545,52,0,0,0,,143.74429914420438,110,0.40730476058616527,0.008634281359443236
209,85,915,0.006397931050639212,0.38443731160893546,0.0095666314052074,0.009532922573532446,0.009532922573532446,912,0,True,4,209,0.09782657771487457,0.009518200130155176,0.009518200130155176,59,2,0,3,,148.90394918317477,85,0.48260294392698366,0.009530534341048643
210,100,900,0.0184920838646856,0.21990217466730763,0.018239763840357637,0.018218947531026795,0.018218947531026795,899,1,False,5,230,0.09480983173645659,0.018210391299152372,0.01845509546549563,42,0,1,0,0.167194,98.15689850776899,99,0.20633932121915316,0.01823644346126972
211,118,882,0.012565446571335804,0.2846836106086726,0.012355194697142316,0.012327794982510184,0.012327794982510184,881,0,True,3,238,0.0975505360635549,0.012311574840910269,0.012311574840910269,32,0,1,0,,112.16913054774038,118,0.27420847385108094,0.012294185420842124
212,91,909,0.014256829371013566,0.17777747419066012,0.015842933483507113,0.015863373436526308,0.015863373436526308,908,2,True,3,237,0.0987782462825943,0.015890805107083943,0.014207751805428182,2,0,0,1,0.142306;0.192097,57.34322088046683,89,0.1919825645509628,0.01593187421027213
213,100,900,0.014764668792854038,0.20327384320877398,0.014973375852298148,0.014991764117356051,0.014991764117356051,899,0,True,4,223,0.09699794241125417,0.014981191491926085,0.014981191491926085,19,0,0,1,,85.3592404076224,100,0.23260768980303514,0.014935650593752523
214,113,887,0.02710608265629421,0.2626999510471181,0.025610465212170398,0.025616636745439177,0.025616636745439177,885,0,True,4,231,0.10332920186995884,0.025622032435454117,0.025622032435454117,30,0,1,1,,110.99618160568693,113,0.2863531642576994,0.025625784227441918
215,102,898,0.010822482700204703,0.25641822658300745,0.011917221025409989,0.011916382407577744,0.011916382407577744,897,0,True,3,234,0.10660276536376702,0.011868595370819442,0.011868595370819442,11,0,1,0,,89.17094743307857,102,0.26355200223728403,0.011877663456982948
216,98,902,0.02143978423484181,0.14994769189125362,0.020490265463895693,0.020436195696338384,0.020436195696338384,900,5,True,3,232,0.09969358313143625,0.020453639816830994,0.02173300145410018,18,0,1,1,0.121772;0.060792;0.095500;0.112994;0.080316,61.52770016927919,93,0.08894625169522663,0.02045152887613124
