seed,Optimizer,Batch Type,Init Type,Estimation Error,Weight Error
166,AdaGrad,mini-batch,sparse,0.2401987419968387,1.6481225040067928
166,AdaGrad,mini-batch,zero,0.038246032956149374,0.2581401058071486
166,RMSProp,SGD,random,0.014803481334058972,0.13246282873212362
166,RMSProp,SGD,sparse,0.01231647537004205,0.12594076679035943
166,RMSProp,SGD,zero,0.010601566319172773,0.05779132926215182
166,RMSProp,full,random,0.027591091402833667,0.1392459439976468
166,RMSProp,full,sparse,0.027591091402833712,0.13924594399764695
166,RMSProp,full,zero,0.03351420891298632,0.15792101926109306
166,RMSProp,mini-batch,random,0.03008105414566219,0.15322236176050932
166,RMSProp,mini-batch,sparse,0.030081056369613616,0.15322248895325313
166,RMSProp,mini-batch,zero,0.030081035277813833,0.15322154447180117
166,Adam,SGD,random,0.024226266234778283,0.35990192083019784
166,Adam,SGD,sparse,0.022993300982620955,0.32803279588264617
166,Adam,SGD,zero,0.010893976482867499,0.06658324052411022
166,Adam,full,random,0.031218523496819764,0.17773605380539917
166,Adam,full,sparse,0.030444633464081806,0.14854095430591283
166,Adam,full,zero,0.030444651249277196,0.14854036759735956
166,Adam,mini-batch,random,0.03260204177257491,0.18799013431986927
166,Adam,mini-batch,sparse,0.024508955218236192,0.132935250835767
166,Adam,mini-batch,zero,0.024237911149738164,0.13294858337825252
167,GD,SGD,random,0.045169901721916754,0.2382039685295292
167,GD,SGD,sparse,0.059456135611047976,0.4539761954054537
167,GD,SGD,zero,0.05758884591863874,0.28376044609496953
167,GD,full,random,0.04310457316461156,0.28475057356992217
167,GD,full,sparse,0.05597167672820824,0.48828292878762747
167,GD,full,zero,0.041633980845760116,0.2733030405861382
167,GD,mini-batch,random,0.04166205982014261,0.28891936605949314
167,GD,mini-batch,sparse,0.0556760610148259,0.5027594983996142
167,GD,mini-batch,zero,0.04065874358788072,0.2805793272996786
167,AdaGrad,SGD,random,1.4541807992276212,1.7951652472787194
167,AdaGrad,SGD,sparse,0.3833770623575325,2.0956781597030245
167,AdaGrad,SGD,zero,0.10598529520268125,0.5549898511673028
167,AdaGrad,full,random,1.0882503441182867,1.6777866763814564
167,AdaGrad,full,sparse,0.34732398245352586,1.961464108471496
167,AdaGrad,full,zero,0.05312567635246775,0.44967277457185295
167,AdaGrad,mini-batch,random,1.0970056411688005,1.6805911801098579
167,AdaGrad,mini-batch,sparse,0.3579513147659719,1.9923592913169572
167,AdaGrad,mini-batch,zero,0.05406851135486324,0.4660682095042086
167,RMSProp,SGD,random,0.019942725193596255,0.09913429698379159
167,RMSProp,SGD,sparse,0.02444178424888118,0.22228486948170495
167,RMSProp,SGD,zero,0.03057246662377404,0.18656485438059184
167,RMSProp,full,random,0.03645825283265953,0.21786680765532843
167,RMSProp,full,sparse,0.03645825283265953,0.21786680765532843
167,RMSProp,full,zero,0.04335213247394391,0.2315924279518668
167,RMSProp,mini-batch,random,0.03282633884917314,0.21704361013865742
167,RMSProp,mini-batch,sparse,0.03282647567559949,0.2170472356604107
167,RMSProp,mini-batch,zero,0.03282630583962137,0.21704237895091383
167,Adam,SGD,random,0.059003091777309905,0.3797706631137411
167,Adam,SGD,sparse,0.04837274293141469,0.38087099366731003
167,Adam,SGD,zero,0.07218917517296909,0.2797488579185784
167,Adam,full,random,0.03992257029882121,0.22984050981307722
167,Adam,full,sparse,0.039796093539282276,0.22461427991607832
167,Adam,full,zero,0.039796683053648564,0.2246118862935599
167,Adam,mini-batch,random,0.03743236218985636,0.2342173029128357
167,Adam,mini-batch,sparse,0.032394639509334563,0.21292345411831437
167,Adam,mini-batch,zero,0.03229467915998357,0.21311566361771134
168,GD,SGD,random,0.03540793183445292,0.2553937196275568
168,GD,SGD,sparse,0.033123514717334705,0.36362731358275807
168,GD,SGD,zero,0.03116367682779629,0.26580063091294276
168,GD,full,random,0.056971964958588264,0.259068826867191
168,GD,full,sparse,0.06304120242114172,0.38468551923520833
168,GD,full,zero,0.058810130598146035,0.2857561300813782
168,GD,mini-batch,random,0.0510939316272084,0.2506505572935657
168,GD,mini-batch,sparse,0.05753699139450357,0.393178557728466
168,GD,mini-batch,zero,0.05291190812929894,0.277039155053478
168,AdaGrad,SGD,random,0.5615656513332538,1.0630363232792923
168,AdaGrad,SGD,sparse,0.22766786904816494,1.4711850062100273
168,AdaGrad,SGD,zero,0.46895458652462074,0.950365237446833
168,AdaGrad,full,random,0.24183613755834457,0.9086195783861595
168,AdaGrad,full,sparse,0.10544766980086835,0.9069648807132252
168,AdaGrad,full,zero,0.19235106071783667,0.7613266638368025
168,AdaGrad,mini-batch,random,0.26168694956890054,0.923053961719503
168,AdaGrad,mini-batch,sparse,0.14541756307242815,1.0940758585255184
168,AdaGrad,mini-batch,zero,0.20679301735577488,0.7730625629015698
168,RMSProp,SGD,random,0.01841894604633006,0.15109284468411416
168,RMSProp,SGD,sparse,0.015744652106712963,0.16396755758928908
168,RMSProp,SGD,zero,0.012437863230577509,0.0657867981533441
168,RMSProp,full,random,0.05166851570980767,0.2194875113411561
168,RMSProp,full,sparse,0.05166851570980767,0.2194875113411561
168,RMSProp,full,zero,0.05166851570980767,0.2194875113411561
168,RMSProp,mini-batch,random,0.04176371596757546,0.20479643955600085
168,RMSProp,mini-batch,sparse,0.04176808156276636,0.20491953426421688
168,RMSProp,mini-batch,zero,0.04176837108830814,0.20491738792299066
168,Adam,SGD,random,0.024239033178307105,0.2473884416022699
168,Adam,SGD,sparse,0.03277091040559261,0.34514939090585306
168,Adam,SGD,zero,0.017358843060807757,0.23291609966993798
168,Adam,full,random,0.05583904396003757,0.2250603817898308
168,Adam,full,sparse,0.055999283453293254,0.22837924668308213
168,Adam,full,zero,0.0559998431048319,0.22838846736113086
168,Adam,mini-batch,random,0.045895052516070824,0.20829507605688607
168,Adam,mini-batch,sparse,0.03947480851847428,0.20297563636887342
168,Adam,mini-batch,zero,0.041140554378337295,0.20674356011343178
169,GD,SGD,random,0.125851183267556,0.42776692581503967
169,GD,SGD,sparse,0.08360324333484416,0.35794506837295437
169,GD,SGD,zero,0.09726352222984858,0.4005462905356853
169,GD,full,random,0.07339403256339241,0.3057670474958255
169,GD,full,sparse,0.0751962508937361,0.34436306012954243
169,GD,full,zero,0.07087576906429402,0.26394223568778413
169,GD,mini-batch,random,0.07562385139170998,0.3163670240578148
169,GD,mini-batch,sparse,0.07824271846301642,0.34905879960033637
169,GD,mini-batch,zero,0.07360146487302806,0.27275301117451056
169,AdaGrad,SGD,random,0.6964368397120151,1.7236894236538696
169,AdaGrad,SGD,sparse,0.2620273121336331,1.6092064997738422
169,AdaGrad,SGD,zero,0.39262195462963423,0.7718839434375692
169,AdaGrad,full,random,0.4343902786298987,1.6423417661214226
169,AdaGrad,full,sparse,0.15485061296054142,1.1338163118422635
169,AdaGrad,full,zero,0.16120111114038319,0.5850441821172948
169,AdaGrad,mini-batch,random,0.44594649151297727,1.644108046754508
169,AdaGrad,mini-batch,sparse,0.20204873424300365,1.30238382481007
169,AdaGrad,mini-batch,zero,0.17260455597717628,0.5962455070562942
169,RMSProp,SGD,random,0.04426390051989808,0.2116144626775787
169,RMSProp,SGD,sparse,0.03092174725088556,0.20526374146325507
169,RMSProp,SGD,zero,0.035608346412675046,0.20453700219025958
169,RMSProp,full,random,0.06590300966495591,0.25689617737838744
169,RMSProp,full,sparse,0.06590300966495603,0.2568961773783876
169,RMSProp,full,zero,0.06590300966495594,0.2568961773783875
169,RMSProp,mini-batch,random,0.07358884601502651,0.27084639202499955
169,RMSProp,mini-batch,sparse,0.07359018757681236,0.2708589585502829
169,RMSProp,mini-batch,zero,0.07359174193379364,0.270912821254693
169,Adam,SGD,random,0.11266397541119133,0.4697658778603363
169,Adam,SGD,sparse,0.0980067340371698,0.379062882714992
169,Adam,SGD,zero,0.08852045260123186,0.3782744377174367
169,Adam,full,random,0.07029732987293835,0.2579193866888661
169,Adam,full,sparse,0.07078253816632822,0.2657846729666235
169,Adam,full,zero,0.07078253925442965,0.2657846995596259
169,Adam,mini-batch,random,0.07209994828126733,0.2589652827700862
169,Adam,mini-batch,sparse,0.07775010750878877,0.27495481419203127
169,Adam,mini-batch,zero,0.07716333621169211,0.27470166313432626
170,GD,SGD,random,0.0363270087597948,0.2120494809082714
170,GD,SGD,sparse,0.027271909793500842,0.27760617631418294
170,GD,SGD,zero,0.038888143190581384,0.21866871850643016
170,GD,full,random,0.038696117693722394,0.2516801094364974
170,GD,full,sparse,0.04036102415280074,0.2941079016971955
170,GD,full,zero,0.03831565915788412,0.2322061526341011
170,GD,mini-batch,random,0.035213193862867864,0.24514173074921883
170,GD,mini-batch,sparse,0.03717597934493771,0.29105239800397126
170,GD,mini-batch,zero,0.0350188630765333,0.21921911243045586
170,AdaGrad,SGD,random,1.0063472224501562,1.3224379672696105
170,AdaGrad,SGD,sparse,0.17725696784883052,1.4036138608655107
170,AdaGrad,SGD,zero,0.1388963827935782,0.598541960671353
170,AdaGrad,full,random,0.6995530279869486,1.2292686866047755
170,AdaGrad,full,sparse,0.1356112910241365,1.1714770912286405
170,AdaGrad,full,zero,0.06534158354033322,0.5112818564351748
170,AdaGrad,mini-batch,random,0.7049564141916475,1.2312345110915501
170,AdaGrad,mini-batch,sparse,0.1534172031536024,1.2431992283769195
170,AdaGrad,mini-batch,zero,0.06663073834676765,0.5069207774353912
170,RMSProp,SGD,random,0.015324274814869442,0.0995588506732422
170,RMSProp,SGD,sparse,0.011538027621915041,0.12050895782201566
170,RMSProp,SGD,zero,0.017006014176919614,0.0991442699092433
170,RMSProp,full,random,0.03334181919228647,0.17698996762745603
170,RMSProp,full,sparse,0.039871335968218215,0.19352719054884998
170,RMSProp,full,zero,0.039871335968218215,0.19352719054884998
170,RMSProp,mini-batch,random,0.026618116506588164,0.13849749917161766
170,RMSProp,mini-batch,sparse,0.026618154296346726,0.13849864869353537
170,RMSProp,mini-batch,zero,0.026618174179800325,0.13849899210337363
170,Adam,SGD,random,0.03539615925758151,0.218456464162354
170,Adam,SGD,sparse,0.02430353861177484,0.1973720984249314
170,Adam,SGD,zero,0.037697640256539364,0.20521471027648294
170,Adam,full,random,0.03635502085893844,0.18462815118440312
170,Adam,full,sparse,0.03650063253654256,0.1851731915893745
170,Adam,full,zero,0.03650063268705158,0.18517319450130826
170,Adam,mini-batch,random,0.026511913664281184,0.14776807123920951
170,Adam,mini-batch,sparse,0.020263690833132054,0.13135523488745263
170,Adam,mini-batch,zero,0.020031833894613844,0.12879157687475903
171,GD,SGD,random,0.12081919706720819,0.5237182565113055
171,GD,SGD,sparse,0.1709551963508683,0.5669312398938221
171,GD,SGD,zero,0.16144044563114718,0.527566425622675
171,GD,full,random,0.12073994608934789,0.4244150901131343
171,GD,full,sparse,0.12320631822659867,0.456689167739769
171,GD,full,zero,0.1213666363544316,0.44497232839223705
171,GD,mini-batch,random,0.10526886898387824,0.4206780808314166
171,GD,mini-batch,sparse,0.10695865071911541,0.44965677989989444
171,GD,mini-batch,zero,0.10734375545271027,0.45344086483177387
171,AdaGrad,SGD,random,0.41216088112797616,1.3920971966737055
171,AdaGrad,SGD,sparse,0.36106918381336084,1.6922990138807399
171,AdaGrad,SGD,zero,0.8020215233257918,1.121507905020237
171,AdaGrad,full,random,0.20653179088624724,1.3089674040602701
171,AdaGrad,full,sparse,0.17098146919852153,1.0003746928593185
171,AdaGrad,full,zero,0.36947399461990793,0.8976277379513867
171,AdaGrad,mini-batch,random,0.2153115485012786,1.3168704521972416
171,AdaGrad,mini-batch,sparse,0.24311221648679804,1.2969254711291258
171,AdaGrad,mini-batch,zero,0.40062868200517604,0.9146809462753697
171,RMSProp,SGD,random,0.06758809553358752,0.48087411510998784
171,RMSProp,SGD,sparse,0.09170756812243071,0.5126856474997374
171,RMSProp,SGD,zero,0.07246103358713932,0.3940565566597375
171,RMSProp,full,random,0.12418750993826128,0.39248653367313047
171,RMSProp,full,sparse,0.11066308125520043,0.3766544164499752
171,RMSProp,full,zero,0.11066308125520043,0.3766544164499752
171,RMSProp,mini-batch,random,0.08739927950519305,0.3657506744364754
171,RMSProp,mini-batch,sparse,0.08742882715510676,0.366214396388246
171,RMSProp,mini-batch,zero,0.08748762058322081,0.3669933199005251
171,Adam,SGD,random,0.1739922341436177,0.6897397668075235
171,Adam,SGD,sparse,0.18506319760401113,0.7360184120265101
171,Adam,SGD,zero,0.1544573806621016,0.5640245177207084
171,Adam,full,random,0.11693282955826952,0.37885105406335795
171,Adam,full,sparse,0.1173144886112895,0.3845219297426414
171,Adam,full,zero,0.11732086608019549,0.3846255160670237
171,Adam,mini-batch,random,0.09566867857420058,0.3844753560200282
171,Adam,mini-batch,sparse,0.09554755792493184,0.39336080234407556
171,Adam,mini-batch,zero,0.09607191470958898,0.3976648643917918
172,GD,SGD,random,0.04118092749477902,0.2360724951559646
172,GD,SGD,sparse,0.04466203791210512,0.39453025116326146
172,GD,SGD,zero,0.039290050768759285,0.2305444450003898
172,GD,full,random,0.03574542937826016,0.2567495593631917
172,GD,full,sparse,0.04537041625692129,0.409617761731914
172,GD,full,zero,0.03337105910323406,0.1949197469363461
172,GD,mini-batch,random,0.03379244207975208,0.25432444750223626
172,GD,mini-batch,sparse,0.0428332033362488,0.4015697316266391
172,GD,mini-batch,zero,0.031883255664379925,0.18520008567750648
172,AdaGrad,SGD,random,1.4949579911567694,1.6487679915129245
172,AdaGrad,SGD,sparse,0.3158140213306228,1.8648593990458615
172,AdaGrad,SGD,zero,0.07676395631690297,0.47311040625325884
172,AdaGrad,full,random,1.0772186308936333,1.516890934451972
172,AdaGrad,full,sparse,0.283082337183198,1.7439239594492009
172,AdaGrad,full,zero,0.0421627770408126,0.346309353961028
172,AdaGrad,mini-batch,random,1.108345289130133,1.5273665609634002
172,AdaGrad,mini-batch,sparse,0.28898102777473056,1.763508560926482
172,AdaGrad,mini-batch,zero,0.04243758740578104,0.35077386506487995
172,RMSProp,SGD,random,0.027501678936973546,0.13348273460079302
172,RMSProp,SGD,sparse,0.02254543933033367,0.1395635521208115
172,RMSProp,SGD,zero,0.02958606345391368,0.1534796692061633
172,RMSProp,full,random,0.03534642006491977,0.1706645217781723
172,RMSProp,full,sparse,0.03534642006491979,0.17066452177817232
172,RMSProp,full,zero,0.03534642006491979,0.17066452177817232
172,RMSProp,mini-batch,random,0.025686685750000736,0.1260171441401076
172,RMSProp,mini-batch,sparse,0.025686691022308212,0.126017211320185
172,RMSProp,mini-batch,zero,0.025686692278255176,0.12601717199158116
172,Adam,SGD,random,0.05213589761973132,0.2962655573077439
172,Adam,SGD,sparse,0.049039997266945724,0.29955872886270785
172,Adam,SGD,zero,0.06053312255062803,0.24716278961407645
172,Adam,full,random,0.03246996509231435,0.17215359591996943
172,Adam,full,sparse,0.03218551742106269,0.16170004736495652
172,Adam,full,zero,0.032185762376408425,0.1617020120724468
172,Adam,mini-batch,random,0.030029384196762997,0.1686383764364567
172,Adam,mini-batch,sparse,0.02088631194094077,0.1122495300797651
172,Adam,mini-batch,zero,0.019859890572901207,0.10931405836364956
173,GD,SGD,random,0.24219070121044642,0.6274879461727502
173,GD,SGD,sparse,0.17741744470151602,0.5772298686562293
173,GD,SGD,zero,0.09776619361891176,0.40300572256206013
173,GD,full,random,0.13256843970977703,0.5898910293888121
173,GD,full,sparse,0.12844930944944716,0.5505239711846623
173,GD,full,zero,0.12264147551914921,0.4594630270469774
173,GD,mini-batch,random,0.13732713231640062,0.5931366650026969
173,GD,mini-batch,sparse,0.13346522663445107,0.550194170023668
173,GD,mini-batch,zero,0.1288751671019933,0.467915300352665
173,AdaGrad,SGD,random,0.5314925555054388,1.6139988070490114
173,AdaGrad,SGD,sparse,0.32810615169985025,1.6178949778701712
173,AdaGrad,SGD,zero,0.7935711408563455,0.9706010893322857
173,AdaGrad,full,random,0.2680057730393738,1.5561404080873187
173,AdaGrad,full,sparse,0.17100012512291446,1.0416721363315837
173,AdaGrad,full,zero,0.3442413884765337,0.7277165798605582
173,AdaGrad,mini-batch,random,0.2777085626653279,1.561431225702585
173,AdaGrad,mini-batch,sparse,0.2204124753052507,1.235608722614572
173,AdaGrad,mini-batch,zero,0.3691752589202625,0.7456063187143206
173,RMSProp,SGD,random,0.07885757968028372,0.3862325175240577
173,RMSProp,SGD,sparse,0.0694152329018982,0.40438911793785076
173,RMSProp,SGD,zero,0.04586637539270824,0.23554611421015909
173,RMSProp,full,random,0.12893209945231407,0.4639874054033674
173,RMSProp,full,sparse,0.11554808454383136,0.45070377454334365
173,RMSProp,full,zero,0.11554808454383135,0.4507037745433437
173,RMSProp,mini-batch,random,0.1518806846966089,0.47495816444757283
173,RMSProp,mini-batch,sparse,0.1518580851308164,0.4745947380160153
173,RMSProp,mini-batch,zero,0.15184740262140245,0.4742427398631148
173,Adam,SGD,random,0.141356148156444,0.673681312544038
173,Adam,SGD,sparse,0.17265989988427516,0.6681029278387562
173,Adam,SGD,zero,0.07276573301413064,0.3737446373615833
173,Adam,full,random,0.12254843217908708,0.46474648266847884
173,Adam,full,sparse,0.12212995268402836,0.4572844875591932
173,Adam,full,zero,0.12213317015957058,0.45730461205737005
173,Adam,mini-batch,random,0.12820117338314296,0.47462356780659964
173,Adam,mini-batch,sparse,0.12998291034230605,0.45618113511088326
173,Adam,mini-batch,zero,0.12890253460774417,0.45665724618595244
174,GD,SGD,random,0.03526693750998819,0.29452348727859956
174,GD,SGD,sparse,0.051830776708749436,0.4690533597605365
174,GD,SGD,zero,0.024608722363273564,0.21783569592577806
174,GD,full,random,0.056870783368578204,0.31950171717344744
174,GD,full,sparse,0.065538682429218,0.46267514233642254
174,GD,full,zero,0.052120220798922805,0.23155703024602595
174,GD,mini-batch,random,0.05571790361744057,0.31223005676569027
174,GD,mini-batch,sparse,0.06462685543369753,0.4670529599565903
174,GD,mini-batch,zero,0.050777077344428656,0.22948629509400648
174,AdaGrad,SGD,random,0.9017818942105469,1.7687343536645217
174,AdaGrad,SGD,sparse,0.3496445115117335,2.035678106897998
174,AdaGrad,SGD,zero,0.24791925814117866,0.5617577910448466
174,AdaGrad,full,random,0.594557741321036,1.6888896963532862
174,AdaGrad,full,sparse,0.24914350908896715,1.6933165046318994
174,AdaGrad,full,zero,0.08971965692739678,0.3928325552428836
174,AdaGrad,mini-batch,random,0.6134993615372231,1.696007658601041
174,AdaGrad,mini-batch,sparse,0.29375732252630177,1.814220334965483
174,AdaGrad,mini-batch,zero,0.09869758751857571,0.401966716634388
174,RMSProp,SGD,random,0.016411753048530892,0.17117938362786347
174,RMSProp,SGD,sparse,0.023969135924773913,0.30302606713740615
174,RMSProp,SGD,zero,0.012372507388998947,0.1010761479326051
174,RMSProp,full,random,0.05625786115161826,0.2416019053674301
174,RMSProp,full,sparse,0.047931165036344765,0.22542326525329462
174,RMSProp,full,zero,0.047931165036344765,0.22542326525329462
174,RMSProp,mini-batch,random,0.04379413975813514,0.2459150358455732
174,RMSProp,mini-batch,sparse,0.04379441564004205,0.24593279252591815
174,RMSProp,mini-batch,zero,0.04379827615520195,0.24600132845763112
174,Adam,SGD,random,0.03567684806311788,0.40732436102103337
174,Adam,SGD,sparse,0.05036324927949206,0.4818838807787745
174,Adam,SGD,zero,0.02954403313502047,0.2299191470981173
174,Adam,full,random,0.05136263537532325,0.21702291045465047
174,Adam,full,sparse,0.05198777333911824,0.23343814701745644
174,Adam,full,zero,0.051987802782623785,0.2334384630368835
174,Adam,mini-batch,random,0.04761605475852828,0.2094834477856433
174,Adam,mini-batch,sparse,0.05060140445988586,0.2486833181362171
174,Adam,mini-batch,zero,0.05110464866108714,0.24937190537455262
175,GD,SGD,random,0.026561909663635336,0.3197684580399021
175,GD,SGD,sparse,0.03880695016559278,0.4758501120286891
175,GD,SGD,zero,0.026096847562189024,0.1701139021828136
175,GD,full,random,0.06880987733980926,0.41933796160122994
175,GD,full,sparse,0.07698610722152179,0.5237681456951043
175,GD,full,zero,0.059163298322296144,0.24171829640839088
175,GD,mini-batch,random,0.0731960291430985,0.42610698297899
175,GD,mini-batch,sparse,0.08139439136787913,0.5182660539678994
175,GD,mini-batch,zero,0.06355786722468064,0.2505870845687261
175,AdaGrad,SGD,random,0.9107043332847251,2.0231549947530003
175,AdaGrad,SGD,sparse,0.46380101157160025,2.3064951169571164
175,AdaGrad,SGD,zero,0.3735154604004043,0.7884658305162732
175,AdaGrad,full,random,0.5595510797563114,1.9245438303993976
175,AdaGrad,full,sparse,0.32462664414717,1.8942766561570588
175,AdaGrad,full,zero,0.13920540053610717,0.6120328931267809
175,AdaGrad,mini-batch,random,0.5814148255678007,1.9239411080874675
175,AdaGrad,mini-batch,sparse,0.36593408657567605,1.985717288615067
175,AdaGrad,mini-batch,zero,0.15002491038127475,0.6267260967623528
175,RMSProp,SGD,random,0.014063235478287861,0.2145354572029574
175,RMSProp,SGD,sparse,0.02185812610047446,0.3048190225865617
175,RMSProp,SGD,zero,0.012450278792203787,0.10413720213698462
175,RMSProp,full,random,0.06282775529178139,0.22601276557327216
175,RMSProp,full,sparse,0.06282775529178142,0.22601276557327227
175,RMSProp,full,zero,0.06282775529178139,0.22601276557327218
175,RMSProp,mini-batch,random,0.08535054725678816,0.28552922905145706
175,RMSProp,mini-batch,sparse,0.08534859161273327,0.28548868631295127
175,RMSProp,mini-batch,zero,0.08534923939546217,0.2855056794308008
175,Adam,SGD,random,0.039754844956237705,0.48130574715402874
175,Adam,SGD,sparse,0.03838705398167111,0.5296970263270638
175,Adam,SGD,zero,0.02551914762715605,0.1794629076505209
175,Adam,full,random,0.058313230276112404,0.2261479654526544
175,Adam,full,sparse,0.05822982706451266,0.21623643788503047
175,Adam,full,zero,0.058229868579916876,0.2162350294116427
175,Adam,mini-batch,random,0.07032825239764336,0.26905159373211207
175,Adam,mini-batch,sparse,0.07278950240526565,0.26265454319387066
175,Adam,mini-batch,zero,0.07353801999225859,0.2620216132177227
176,GD,SGD,random,0.04587718383238134,0.3438670340766903
176,GD,SGD,sparse,0.06777775224666585,0.49562391870333766
176,GD,SGD,zero,0.0501027177659445,0.21425853770206435
176,GD,full,random,0.10420213201269085,0.3997164036695876
176,GD,full,sparse,0.11634998654694337,0.5506751508935963
176,GD,full,zero,0.10029112717025632,0.33404646390554144
176,GD,mini-batch,random,0.09856340656470362,0.39974110047716316
176,GD,mini-batch,sparse,0.10920009351804968,0.5376556620072153
176,GD,mini-batch,zero,0.09372172548021572,0.31305822117907717
176,AdaGrad,SGD,random,0.6511407310259053,1.5338357848393114
176,AdaGrad,SGD,sparse,0.41210579270970366,2.0021152519350185
176,AdaGrad,SGD,zero,0.5528187771942201,0.7494233894326928
176,AdaGrad,full,random,0.32812465638372446,1.4441836631049414
176,AdaGrad,full,sparse,0.2503171234424143,1.5050544241791974
176,AdaGrad,full,zero,0.23104317163013519,0.5173653817342293
176,AdaGrad,mini-batch,random,0.34558232990235854,1.4468788332682527
176,AdaGrad,mini-batch,sparse,0.30156890965008987,1.6416860164041795
176,AdaGrad,mini-batch,zero,0.24203872759489561,0.5261843152862106
176,RMSProp,SGD,random,0.022425581514769338,0.28430912801997626
176,RMSProp,SGD,sparse,0.03642733557759062,0.4136377260892348
176,RMSProp,SGD,zero,0.021507994993545877,0.12417714186058917
176,RMSProp,full,random,0.0936004947278544,0.31445054108233894
176,RMSProp,full,sparse,0.09360049472785432,0.31445054108233883
176,RMSProp,full,zero,0.10596217092407,0.332242953608178
176,RMSProp,mini-batch,random,0.0814133979655883,0.27158809420657826
176,RMSProp,mini-batch,sparse,0.08142292705088337,0.27170014239278434
176,RMSProp,mini-batch,zero,0.08141240186820728,0.2714582644250555
176,Adam,SGD,random,0.07415504622926487,0.5377178383608979
176,Adam,SGD,sparse,0.0794234999362395,0.6432466639245237
176,Adam,SGD,zero,0.07636866138815779,0.2640798679464894
176,Adam,full,random,0.099815639236892,0.32969878151498955
176,Adam,full,sparse,0.09967078792285765,0.3233144936756243
176,Adam,full,zero,0.09967135602704899,0.32332444890066814
176,Adam,mini-batch,random,0.09042902021778325,0.3072581629693268
176,Adam,mini-batch,sparse,0.07598327225604777,0.2685152266264944
176,Adam,mini-batch,zero,0.08084330863808348,0.2777673236082929
177,GD,SGD,random,0.05412378483413122,0.4259394364060013
177,GD,SGD,sparse,0.04651525265600264,0.5035772607770939
177,GD,SGD,zero,0.04408496224219536,0.2736476223114675
177,GD,full,random,0.06181829196750112,0.5025973124235747
177,GD,full,sparse,0.06552403283185368,0.5602064574710749
177,GD,full,zero,0.04905287759800168,0.27749698353686025
177,GD,mini-batch,random,0.060791492994859385,0.5016237923195683
177,GD,mini-batch,sparse,0.0648009588176861,0.5635568821887273
177,GD,mini-batch,zero,0.047623032648959,0.2742135545843916
177,AdaGrad,SGD,random,1.063272345272697,1.9398431298270997
177,AdaGrad,SGD,sparse,0.293369669129775,1.8998950966891013
177,AdaGrad,SGD,zero,0.23495994897348818,0.7339974744858763
177,AdaGrad,full,random,0.6672164674142961,1.8491851943349569
177,AdaGrad,full,sparse,0.19622818029671144,1.490172883665107
177,AdaGrad,full,zero,0.100163700662338,0.6034831200371517
177,AdaGrad,mini-batch,random,0.684835259047178,1.8543839602673504
177,AdaGrad,mini-batch,sparse,0.23157758070820283,1.6098818993217583
177,AdaGrad,mini-batch,zero,0.10165794121670725,0.6029629922290817
177,RMSProp,SGD,random,0.027361475904127606,0.23468199833908285
177,RMSProp,SGD,sparse,0.020475956957339343,0.28794794223410763
177,RMSProp,SGD,zero,0.01911959432750744,0.12850846106202696
177,RMSProp,full,random,0.043405057895479826,0.23109474498271335
177,RMSProp,full,sparse,0.043405057895479826,0.23109474498271335
177,RMSProp,full,zero,0.05142070503996439,0.24681416788182006
177,RMSProp,mini-batch,random,0.05579117648081784,0.25626823098377166
177,RMSProp,mini-batch,sparse,0.055790996809172495,0.2562515666929606
177,RMSProp,mini-batch,zero,0.055790530009370454,0.25622801103328824
177,Adam,SGD,random,0.05987945350477729,0.5389835110312329
177,Adam,SGD,sparse,0.05493839683871457,0.51986835333755
177,Adam,SGD,zero,0.03427189401643637,0.2558029534290245
177,Adam,full,random,0.04855736628644653,0.2795271392524326
177,Adam,full,sparse,0.04730391798273646,0.23887446075146293
177,Adam,full,zero,0.047303933469025415,0.2388749496265825
177,Adam,mini-batch,random,0.05422406989878764,0.3038924927401462
177,Adam,mini-batch,sparse,0.057972474017571864,0.2641393314242259
177,Adam,mini-batch,zero,0.0585164329953208,0.2641810830868246
178,GD,SGD,random,0.17317758584529477,0.5356304135036932
178,GD,SGD,sparse,0.13132506667298463,0.585231233082377
178,GD,SGD,zero,0.056325058674780756,0.2824915327890692
178,GD,full,random,0.07993616367935026,0.489555257118145
178,GD,full,sparse,0.08962811620230114,0.583221608565012
178,GD,full,zero,0.0673192630549163,0.30404326939935333
178,GD,mini-batch,random,0.07379417849473731,0.489039361120478
178,GD,mini-batch,sparse,0.08388110780928701,0.5849779855454307
178,GD,mini-batch,zero,0.06093176050276909,0.30180310390236087
178,AdaGrad,SGD,random,1.1560021405759058,1.998844835204099
178,AdaGrad,SGD,sparse,0.45448992969942587,2.2192984907096394
178,AdaGrad,SGD,zero,0.2762558509173774,0.6736111214240091
178,AdaGrad,full,random,0.739638674517429,1.8973117963296124
178,AdaGrad,full,sparse,0.3611479880297426,1.9391806614445046
178,AdaGrad,full,zero,0.09771154659958187,0.5058448405588338
178,AdaGrad,mini-batch,random,0.7661330672080957,1.9034294019087545
178,AdaGrad,mini-batch,sparse,0.3912272817579991,2.00627589379138
178,AdaGrad,mini-batch,zero,0.10318282634907082,0.517716334661369
178,RMSProp,SGD,random,0.09467599053314446,0.4381770560343473
178,RMSProp,SGD,sparse,0.08296369546049509,0.4795319843089834
178,RMSProp,SGD,zero,0.03002025437473995,0.18111100276068529
